commissioner;category;persons;date;year;month;day;met_with;subject;link
Sefcovic;commissioner;;03.05.2023;2023.0;5.0;3.0;Trafigura Pte Ltd;EU Energy Platform;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=049566047779-57
Sefcovic_cabinet;cabinet;Adam Romanowski;03.05.2023;2023.0;5.0;3.0;Trafigura Pte Ltd;EU Energy Platform;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=049566047779-57
Varhelyi_cabinet;cabinet;Szabolcs Horvath;22.06.2023;2023.0;6.0;22.0;World Justice Project;"(i) rule of law area of potential interest to the EU and countries covered by DG NEAR; 
(ii) other recent work of WJP
(iii) catch up on the latest discussions WJP had with your colleagues of DG NEAR";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=540503836926-15
Borrell_cabinet;cabinet;Camilo Villarino;14.06.2023;2023.0;6.0;14.0;Federacion Latinoamericana de Ciudades, Municipios y Asociaciones de Gobiernos Locales;Issues discussed included the increasing levels of socioeconomic inequality in the LATAM region, the role of local administrations in tackling them, and the need to increase their competences.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=948136633649-82
Dombrovskis_cabinet;cabinet;Zaneta Vegnere;13.06.2023;2023.0;6.0;13.0;Federation of European Tank Storage Associations;economic security strategy and role of the strategic stockpiling;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=60758835312-16
Simson_cabinet;cabinet;Helena Hinto, Ruud Kempener;01.06.2023;2023.0;6.0;1.0;ARDIAN France;Presentation of Ardian and their low-carbon dedicated hydrogen fund Hy24 and sharing views on hydrogen and gas decarbonisation package.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=389630949944-21
Urpilainen_cabinet;cabinet;Lora Borissova;01.06.2023;2023.0;6.0;1.0;Bank Gospodarstwa Krajowego;Global Gateway implementation in Africa;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=709473149930-63
Reynders_cabinet;cabinet;Isabelle Perignon;01.06.2023;2023.0;6.0;1.0;B4Ukraine;presentation of B4Ukraine activities;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=608117450298-10
Kyriakides_cabinet;cabinet;Panayiotis Pourgourides, Annukka Ojala;15.06.2023;2023.0;6.0;15.0;Eurogroup for Animals;Revision of Animal Welfare Legislation and Legislative framework for sustainable food systems;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=6809935493-49
Reynders_cabinet;cabinet;Geneviève Tuts;13.06.2023;2023.0;6.0;13.0;EuroCommerce;Consumer protection, AI-related topics, data flows, privacy rules and the harmonisation of procedural rules of GDPR, ‘green transition’ consumer files.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=84973761187-60
Reynders_cabinet;cabinet;Geneviève Tuts;13.06.2023;2023.0;6.0;13.0;Bureau Européen des Unions de Consommateurs;Consumer protection, AI-related topics, data flows, privacy rules and the harmonisation of procedural rules of GDPR, ‘green transition’ consumer files.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=9505781573-45
Reynders_cabinet;cabinet;Lucrezia Busa, Geneviève Tuts;07.06.2023;2023.0;6.0;7.0;Huawei Technologies;Corporate Sustainability Due Diligence Directive (CSDDD);https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=114467111412-38
Simson_cabinet;cabinet;Barbara GLOWACKA, Thor-Sten Vertmann;06.06.2023;2023.0;6.0;6.0;Ventient Energy, Renantis S.p.A., Sonnedix Power Holdings Ltd;Accelerating Renewable Energy Deployment in Europe;
Reynders_cabinet;cabinet;Lucrezia Busa, Geneviève Tuts;25.05.2023;2023.0;5.0;25.0;Mastercard Europe;Data protection and AI.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=58204758673-16
Von der Leyen_cabinet;cabinet;Peter van Kemseke;02.06.2023;2023.0;6.0;2.0;Copenhagen Infrastructure Partners P/S;on green energy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=347494446863-32
Von der Leyen_cabinet;cabinet;Peter van Kemseke;02.06.2023;2023.0;6.0;2.0;NextEra Energy Global Holdings BV;on renewable energy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=419547350009-05
Schinas;commissioner;;02.06.2023;2023.0;6.0;2.0;BUSINESSEUROPE;Skills;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=3978240953-79
Schinas_cabinet;cabinet;Maria Luisa Llano Cardenal;02.06.2023;2023.0;6.0;2.0;BUSINESSEUROPE;Skills;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=3978240953-79
Wojciechowski_cabinet;cabinet;Joanna Stawowy;16.06.2023;2023.0;6.0;16.0;European farmers, European agri-cooperatives;The European Commission's proposal on food waste;
Lenarcic_cabinet;cabinet;Kim-Tobias Eling;12.06.2023;2023.0;6.0;12.0;OEUVRE D'ORIENT;humanitarian situation in Syria;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=589554140655-40
Breton_cabinet;cabinet;Eleonora Ocello;25.05.2023;2023.0;5.0;25.0;Wreless Connect Ltd.;Telecoms policy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=749207344131-42
Breton_cabinet;cabinet;Maurits-Jan Prinz, Eleonora Ocello;23.05.2023;2023.0;5.0;23.0;European Tech Alliance;Introductory meeting, DSA, DMA, AI Act;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=189607519323-76
Breton_cabinet;cabinet;Eleonora Ocello;12.05.2023;2023.0;5.0;12.0;Paramount Global;Audiovisual policy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=523612117906-56
Breton_cabinet;cabinet;Eleonora Ocello;10.05.2023;2023.0;5.0;10.0;Netflix International B.V.;Audiovisual and telecoms policy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=487726915971-30
Breton_cabinet;cabinet;Eleonora Ocello;08.05.2023;2023.0;5.0;8.0;Bertelsmann SE & Co. KGaA;EMFA, telecoms and audiovisual policy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=26103486608-47
Breton_cabinet;cabinet;Eleonora Ocello;08.05.2023;2023.0;5.0;8.0;Schibsted ASA;DSA and EMFA;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=532331921544-33
Breton_cabinet;cabinet;Eleonora Ocello;05.05.2023;2023.0;5.0;5.0;Tietoliikenteen ja tietotekniikan keskusliitto, FiCom ry;Telecoms policy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=29762326480-22
Breton_cabinet;cabinet;Eleonora Ocello;04.05.2023;2023.0;5.0;4.0;Apple Inc.;DMA, DSA, audiovisual policy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=588327811384-96
Dalli_cabinet;cabinet;Nora Bednarski;05.06.2023;2023.0;6.0;5.0;NCBI (National Council for the Blind) Group;Policy and initiatives of the National Council for the Blind of Ireland (NCBI) related to digital technologies and accessibility and their impact in enabling the lives of persons with disabilities as well as related EU policies on disability rights.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=572126650028-85
Wojciechowski_cabinet;cabinet;Jorge Pinto Antunes;05.06.2023;2023.0;6.0;5.0;International Federation of Organic Agriculture Movements EU Regional Group;To discuss on NGT file;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=67128251296-84
Wojciechowski;commissioner;;19.06.2023;2023.0;6.0;19.0;"Polski Związek Hodowców i Producentów Trzody Chlewnej ""POLSUS"", Niezależny Samorządny Związek Zawodowy ""Solidarność"", Krajowy Związek Pracodawców Producentów Trzody Chlewnej POLPIG";"1. Breeding pigs for own use in terms of ASF and EU regulations
2. Construction law in Poland and the EU (construction of livestock buildings, LSU conversion factor)
3. Animal production after 2027 based on new EU regulations
4. Agricultural code";
Schmit;commissioner;;16.06.2023;2023.0;6.0;16.0;Confederazione Generale Italiana del Lavoro;Social dialogue, wage development and platform work initiative;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=622307424816-11
Schmit_cabinet;cabinet;Anouk Faber, Santina Bertulessi;16.06.2023;2023.0;6.0;16.0;Confederazione Generale Italiana del Lavoro;Social dialogue, wage development and platform work initiative;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=622307424816-11
Urpilainen_cabinet;cabinet;Olai Voionmaa;13.06.2023;2023.0;6.0;13.0;CMI - Martti Ahtisaari Peace Foundation;Afghanistan;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=445407934362-74
Urpilainen_cabinet;cabinet;Olai Voionmaa;07.06.2023;2023.0;6.0;7.0;Danish Refugee Council Brussels;Afghanistan;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=394469847966-60
Dombrovskis_cabinet;cabinet;Elina Melngaile;24.05.2023;2023.0;5.0;24.0;UL GmbH;Trade and Technology Council, new technologies, new technology standards;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=170568828821-78
Dalli_cabinet;cabinet;Nora Bednarski;06.06.2023;2023.0;6.0;6.0;Microsoft Corporation;EU policy and regulatory measures on accessibility and Microsoft accessibility-related policy and initiatives.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=0801162959-21
Wojciechowski;commissioner;;06.06.2023;2023.0;6.0;6.0;Association de l'Aviculture, de l'Industrie et du Commerce de Volailles dans les Pays de l'Union Europeenne asbl, Vereniging van de Nederlandse Pluimveeverwerkende Industrie;Presentation on safeguard measures on imported poultry meat from Ukraine;
Wojciechowski_cabinet;cabinet;Jorge Pinto Antunes;06.06.2023;2023.0;6.0;6.0;International Union for Conservation of Nature EU Representative Office;Publications on sustainable agriculture (on nature-based solutions and on metrics for biodiversity);https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=03518238467-61
Kyriakides_cabinet;cabinet;Annukka Ojala, Ralf Kuhne;19.06.2023;2023.0;6.0;19.0;Bureau Européen des Unions de Consommateurs;Food Contact Materials, Food Information to Consumers, Sustainable Food Systems;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=9505781573-45
Schinas_cabinet;cabinet;Chris Uregian, Despina Spanou;08.06.2023;2023.0;6.0;8.0;Leonardo S.p.A.;Cybersecurity Skills Academy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=02550382403-01
Borrell_cabinet;cabinet;Camilo Villarino;20.06.2023;2023.0;6.0;20.0;EBO Worldwide Network ASBL;Discussion on the priorities and main lines of action of the HRVP and collaboration between EEAS and EBOs;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=941242711525-27
Wojciechowski_cabinet;cabinet;Joanna Stawowy;20.06.2023;2023.0;6.0;20.0;Culture Viande, Interprofession Nationale Porcine, Aliénor, La Coopération Agricole;"The French pig sector: its characteristics and peculiarities; revision of the EU animal welfare legislations and the leaked draft impact assessment; revision of the industrial emissions directive";
Wojciechowski_cabinet;cabinet;Joanna Stawowy;19.06.2023;2023.0;6.0;19.0;European Rabbit Association;Two specific issues under the future revision of the animal welfare legislation: housing systems and transport;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=481750747095-04
Von der Leyen_cabinet;cabinet;Anthony Whelan;07.06.2023;2023.0;6.0;7.0;QUALCOMM Incorporated;digital;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=00358442856-45
Wojciechowski_cabinet;cabinet;Andreas Schneider;07.06.2023;2023.0;6.0;7.0;Comité du commerce des céréales, aliments du bétail, oléagineux, huile d'olive, huiles et graisses et agrofournitures de l'U.E.;COCERAL’s Annual General meeting. Forum for exchange from a variety of perspectives.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=2050009628-31
Hahn_cabinet;cabinet;Martina Krobath, Kyriacos Charalambous;21.06.2023;2023.0;6.0;21.0;Neo Performance Materials Inc;The proposal for STEP and support to critical supply chains including from Just Transition Fund;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=862207842633-83
Valean_cabinet;cabinet;Elzbieta Lukaniuk;21.06.2023;2023.0;6.0;21.0;Związek Pracodawców Business & Science Poland;Sustainable and Smart Mobility Strategy and Greening Freight Package;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=548212735276-89
Sinkevicius;commissioner;;21.06.2023;2023.0;6.0;21.0;MB Bluma Collective;To discuss the New European Bauhaus Initiative and “Greening Cities'';https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=494526050534-92
Sinkevicius_cabinet;cabinet;Arunas Ribokas;21.06.2023;2023.0;6.0;21.0;MB Bluma Collective;To discuss the New European Bauhaus Initiative and “Greening Cities'';https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=494526050534-92
Valean_cabinet;cabinet;Filip Alexandru Negreanu Arboreanu;21.06.2023;2023.0;6.0;21.0;Car Rental Coalition;Greening corporate fleets;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=350103647681-59
Schmit_cabinet;cabinet;Santina Bertulessi;08.06.2023;2023.0;6.0;8.0;Confederazione Italiana Sindacati Lavoratori;Minimum wage directive;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=777909025310-14
Breton_cabinet;cabinet;Maurits-Jan Prinz;08.06.2023;2023.0;6.0;8.0;InoCloud;AI and cloud;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=731288050232-35
Schmit_cabinet;cabinet;Santina Bertulessi;06.06.2023;2023.0;6.0;6.0;Groupe VYV, Athenora Consulting;Social Economy;
Breton;commissioner;;06.06.2023;2023.0;6.0;6.0;Polish Confederation Lewiatan;Data, defense and Sovereignty fund;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=251117611140-75
Breton;commissioner;;06.06.2023;2023.0;6.0;6.0;KfW Bankengruppe;sustainable development and SME financing;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=79019799690-13
Breton_cabinet;cabinet;Maurits-Jan Prinz;06.06.2023;2023.0;6.0;6.0;KfW Bankengruppe;sustainable development and SME financing;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=79019799690-13
Breton_cabinet;cabinet;Fabrice Comptour;06.06.2023;2023.0;6.0;6.0;Polish Confederation Lewiatan;Data, defense and Sovereignty fund;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=251117611140-75
Breton;commissioner;;05.06.2023;2023.0;6.0;5.0;Association Nationale des Sociétés par Actions;microelectronics;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=236569017571-35
Breton;commissioner;;05.06.2023;2023.0;6.0;5.0;Arm Limited;defense;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=532086816465-17
Breton_cabinet;cabinet;Fabrice Comptour;05.06.2023;2023.0;6.0;5.0;Association Nationale des Sociétés par Actions;microelectronics;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=236569017571-35
Breton_cabinet;cabinet;Fabrice Comptour;05.06.2023;2023.0;6.0;5.0;Arm Limited;defense;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=532086816465-17
Breton_cabinet;cabinet;Fabrice Comptour;02.06.2023;2023.0;6.0;2.0;ARDIAN France;semiconductors;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=389630949944-21
Breton_cabinet;cabinet;Fabrice Comptour;26.05.2023;2023.0;5.0;26.0;Rheinmetall Group;defense;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=708107818892-23
Breton_cabinet;cabinet;Maurits-Jan Prinz;26.05.2023;2023.0;5.0;26.0;Bayerische Motoren Werke Aktiengesellschaft;Data Act;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=7193977808-18
Breton_cabinet;cabinet;Maurits-Jan Prinz;24.05.2023;2023.0;5.0;24.0;Bureau Européen des Unions de Consommateurs;insolvency protection schemes in tourism;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=9505781573-45
Breton;commissioner;;12.05.2023;2023.0;5.0;12.0;Orgalim – Europe's Technology Industries;EU-US TTC and engineering industries;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=20210641335-88
Breton_cabinet;cabinet;Fabrice Comptour;12.05.2023;2023.0;5.0;12.0;Intel Corporation;semiconductors;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=7459401905-60
Breton_cabinet;cabinet;Maurits-Jan Prinz;12.05.2023;2023.0;5.0;12.0;Orgalim – Europe's Technology Industries;EU-US TTC and engineering industries;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=20210641335-88
Breton_cabinet;cabinet;Maurits-Jan Prinz;12.05.2023;2023.0;5.0;12.0;European Signature Dialog  - Associated European Trust Centers;European Digital Identity;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=994150833943-81
Breton_cabinet;cabinet;Maurits-Jan Prinz;11.05.2023;2023.0;5.0;11.0;Mastercard Europe;EU SME policies;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=58204758673-16
Breton_cabinet;cabinet;Maurits-Jan Prinz;08.05.2023;2023.0;5.0;8.0;Fair Standards Alliance;Standard-essential patents;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=354710219654-02
Breton;commissioner;;25.04.2023;2023.0;4.0;25.0;Taiwan Semiconductor Manufacturing Company Ltd;semiconductors;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=809121549545-61
Breton_cabinet;cabinet;Fabrice Comptour;25.04.2023;2023.0;4.0;25.0;Taiwan Semiconductor Manufacturing Company Ltd;semiconductors;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=809121549545-61
Von der Leyen_cabinet;cabinet;Peter van Kemseke;08.06.2023;2023.0;6.0;8.0;Planet First Partners Gérant S.à r.l.;to follow;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=974688646195-40
Simson_cabinet;cabinet;Thor-Sten Vertmann;22.06.2023;2023.0;6.0;22.0;Bureau Européen des Unions de Consommateurs;Electricity Market Design & follow up to joint declaration;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=9505781573-45
Kyriakides_cabinet;cabinet;Roberto Reig Rodrigo, Ralf Kuhne;21.06.2023;2023.0;6.0;21.0;Plastics Europe;Bisphenol A;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=454264611835-56
Dombrovskis_cabinet;cabinet;Elina Melngaile;07.06.2023;2023.0;6.0;7.0;Amazon Europe Core SARL;Digital Services Act, Digital Markets Act, Digital levy, Customs reform, Foreign Subsidy regulation, support for Ukraine;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=366117914426-10
Dombrovskis_cabinet;cabinet;Zaneta Vegnere, Elina Melngaile;05.06.2023;2023.0;6.0;5.0;BGP Products Operations GmbH – a Viatris Company, Micron Technology Inc., Boeing International Corporation - Belgium Branch Office, Merck, Dow Europe GmbH, IBM Corporation, Pharmaceutical Research and Manufacturers of America, AIG Europe S.A., American Chamber of Commerce to the European Union, AbbVie, Abbott, Chamber of Commerce of the United States of America, ConocoPhillips, Intel Corporation, Shopify Inc., John Deere GmbH&Co.Kg;Trade & Technology Council, Global Steel and Aluminum Arrangement, Critical Minerals Agreement;
Simson_cabinet;cabinet;Helena Hinto, Barbara GLOWACKA;24.05.2023;2023.0;5.0;24.0;Fleishman-Hillard;Meeting with PAGE, an alliance of LNG producers and infrastructure owners from the US to discuss the EU-US agreements around LNG;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=56047191389-84
Hahn;commissioner;;22.06.2023;2023.0;6.0;22.0;Associazione fra le società italiane per azioni;Meeting with with Massimo Mocio – General Manager, Discussed the performance and latest developments of EU as an issuer.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=15491122381-71
Hahn;commissioner;;22.06.2023;2023.0;6.0;22.0;Deutsche Bank AG;Participated in a panel to discuss Europe’s future together with the french ambassador to the UK and a former DE minister.  He also spoke to the CEO of DB about its role as Primary Dealer and about the digital EURO;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=271912611231-56
McGuiness_cabinet;cabinet;Katherine Power;22.06.2023;2023.0;6.0;22.0;Vitesco Technologies Group AG;Sustainable finance;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=513067943447-94
Dombrovskis_cabinet;cabinet;Elina Melngaile;20.06.2023;2023.0;6.0;20.0;The European Steel Association;Global Arrangement for Sustainable Steel and Aluminum;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=93038071152-83
Wojciechowski;commissioner;;19.06.2023;2023.0;6.0;19.0;European Carbon Farmers Sp. z o.o.;"Climate Neutral and Nature Positive Agriculture;
EU Soil Health; Carbon farming";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=117855546461-39
Wojciechowski;commissioner;;12.06.2023;2023.0;6.0;12.0;Lantbrukarnas Riksförbund;"Drought at Sweden; 
CAP – current CAP and CAP post 2027 and the main drivers for that policy;
Market situation for Swedish agriculture";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=79239225070-38
Wojciechowski_cabinet;cabinet;Magdalena Majerczyk;12.06.2023;2023.0;6.0;12.0;Lantbrukarnas Riksförbund;"Drought at Sweden; 
CAP – current CAP and CAP post 2027 and the main drivers for that policy;
Market situation for Swedish agriculture";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=79239225070-38
Suica_cabinet;cabinet;Iris Abraham ;08.06.2023;2023.0;6.0;8.0;Hope and Homes for Children;Care reform for children in Ukraine;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=035163533684-92
McGuiness;commissioner;;07.06.2023;2023.0;6.0;7.0;Irish Farmers' Association;Nature Restoration Law;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=933102147733-91
McGuiness_cabinet;cabinet;Patricia Reilly;07.06.2023;2023.0;6.0;7.0;Irish Farmers' Association;Nature Restoration Law;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=933102147733-91
Dombrovskis_cabinet;cabinet;Kevin Keary, Elina Melngaile;06.06.2023;2023.0;6.0;6.0;Daiichi Sankyo Europe GmbH;EU-Japan cooperation in R&D, EU-Japan trade partnership;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=284628150205-20
Von der Leyen_cabinet;cabinet;Anthony Whelan;09.06.2023;2023.0;6.0;9.0;Zalando SE;to follow;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=877966419254-70
Valean_cabinet;cabinet;Pablo Fabregas Martinez, Filip Alexandru Negreanu Arboreanu;23.06.2023;2023.0;6.0;23.0;AMADEUS IT GROUP S.A.;Transport;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=193056815367-44
Simson_cabinet;cabinet;Stefano Grassi, Ruud Kempener;22.06.2023;2023.0;6.0;22.0;European Biogas Association;"EBA Statistical Report 2022; new Biomethane Map; Biomethane Week 2023";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=18191445640-83
Timmermans;commissioner;;21.06.2023;2023.0;6.0;21.0;Deutscher Bauernverband;The nature pillar of the Green Deal;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=73085531345-65
Simson_cabinet;cabinet;Stefano Grassi;21.06.2023;2023.0;6.0;21.0;Schneider Electric;"Energy Performance of Buildings Directive; Energy Market Design Reform; winter preparedness";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=46302264606-44
McGuiness_cabinet;cabinet;Patricia Reilly;20.06.2023;2023.0;6.0;20.0;Satispay Europe SA;"Presentation of the company’s digital payments business model
Discussion of digitisation in financial services & potential for a digital euro.";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=317259347794-40
Urpilainen_cabinet;cabinet;Suvi Leinonen;19.06.2023;2023.0;6.0;19.0;Maa- ja metsätaloustuottajain Keskusliitto – Central Union of Agricultural Producers and Forest Owners;sharing key messages regarding soil health law;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=56039441735-48
Timmermans;commissioner;;06.06.2023;2023.0;6.0;6.0;Vereniging VNO-NCW;Implementation of Green Deal policies;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=13255254129-80
Wojciechowski_cabinet;cabinet;Joanna Stawowy;23.06.2023;2023.0;6.0;23.0;BASF SE, Polskie Stowarzyszenie Ochrony Roślin;"Current legislative initiatives: Sustainable Use Directive and Farm to Fork; New Geonomic Techniques; Chemical Strategy for Sustainability and its impact on the food sector and agriculture";
Gentiloni_cabinet;cabinet;Fabrizio Balassone;23.06.2023;2023.0;6.0;23.0;Confederazione Generale dell'Industria Italiana;Breakfast discussion about Economic governance Review, Next Generation EU, Digital Euro, Energy Policy and Taxation, Multiannual Financial Framework Review.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=27762251795-15
Schmit_cabinet;cabinet;Christoph Nerlich;22.06.2023;2023.0;6.0;22.0;E.ON SE;Skills and Labour shortage;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=72760517350-57
Timmermans;commissioner;;22.06.2023;2023.0;6.0;22.0;Stichting European Climate Foundation;New Global Financing Pact Summit and COP28;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=64869491516-70
Timmermans;commissioner;;19.06.2023;2023.0;6.0;19.0;Green 10;Biodiversity leg of the Green Deal;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=70309834043-10
Reynders_cabinet;cabinet;Geneviève Tuts, Lucrezia Busa;24.05.2023;2023.0;5.0;24.0;Microsoft Corporation;Data protection and AI;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=0801162959-21
Dombrovskis_cabinet;cabinet;Michael Hager;20.06.2023;2023.0;6.0;20.0;Handelsverband Deutschland;Business climate and trade policy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=31200871765-41
Simson_cabinet;cabinet;Ruud Kempener, Thor-Sten Vertmann;12.06.2023;2023.0;6.0;12.0;Greenvolt- Energias Renvováveis, S.A.;Presentation of Greenvolt key activities and issues (incl. permitting, efficient grid use, investment credit & PPAs, value stacking for batteries, etc.) and review of the Electricity Market Design;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=827382249040-93
Dombrovskis_cabinet;cabinet;Michael Hager;06.06.2023;2023.0;6.0;6.0;Vodafone Belgium SA;"Update on health of telecommunications sector 
TTC EU - US
TTC EU – India
5G";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=90142503473-81
Simson_cabinet;cabinet;Barbara GLOWACKA;23.06.2023;2023.0;6.0;23.0;Eni S.p.A.;Role of the private sector in COP, the ongoing private initiatives on reducing methane emissions.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=99578067285-35
Borrell_cabinet;cabinet;Mathieu Briens;08.06.2023;2023.0;6.0;8.0;FoundationInternational Center for Ukrainian Victory;Meeting with the International Center for Ukrainian Victory.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=035251049170-22
Borrell_cabinet;cabinet;Mathieu Briens;27.06.2023;2023.0;6.0;27.0;Rasmussen Global;Latest developments in Ukraine;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=923424020779-19
