commissioner;category;persons;date;year;month;day;met_with;subject;link
Simson_cabinet;cabinet;Barbara GLOWACKA;25.04.2023;2023.0;4.0;25.0;Hitachi Energy;Discussion on supplies of energy equipment in Ukraine, regulatory support to renewable manufacturing in the EU.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=619827038860-30
Wojciechowski_cabinet;cabinet;Jorge Pinto Antunes;25.04.2023;2023.0;4.0;25.0;TotalEnergies SE, NOVE;TotalEnergies’ commitments and solutions to scale-up biomethane production in Europe;
Timmermans;commissioner;;04.05.2023;2023.0;5.0;4.0;Bureau Européen des Unions de Consommateurs;Implementation of the Green Deal from consumer perspective, with particular focus on eco-design, sustainable food systems, chemicals and mobility;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=9505781573-45
Timmermans_cabinet;cabinet;Helena Braun;04.05.2023;2023.0;5.0;4.0;European farmers, European agri-cooperatives;EU policies concerning forests, including nature restoration law;
Timmermans_cabinet;cabinet;Helena Braun;03.05.2023;2023.0;5.0;3.0;SUEZ Group;EU circular economy and water policies;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=27799842497-69
Timmermans_cabinet;cabinet;Helena Braun;02.05.2023;2023.0;5.0;2.0;Metsäliitto Cooperative;EU policies concerning forests, including nature restoration law and forest monitoring proposal;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=962687110415-94
Timmermans_cabinet;cabinet;Helena Braun;02.05.2023;2023.0;5.0;2.0;Zero Waste Europe, European Environmental Bureau;Circular economy and plastics, in particular proposal for the Packaging and packaging Waste Regulation;
Dombrovskis_cabinet;cabinet;Kevin Keary;26.04.2023;2023.0;4.0;26.0;Penta (formerly Hume Brophy), Meat and Livestock Australia;EU- Australia FTA;
Dombrovskis_cabinet;cabinet;Andrea Beltramello;10.05.2023;2023.0;5.0;10.0;Bureau Européen des Unions de Consommateurs;"retail investment strategy; review of the Payment Services Directive";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=9505781573-45
McGuiness_cabinet;cabinet;Agnieszka Drzewoska;10.05.2023;2023.0;5.0;10.0;Bureau Européen des Unions de Consommateurs;"Retail investment strategy; review of the Payment Services Directive.";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=9505781573-45
Simson;commissioner;;04.05.2023;2023.0;5.0;4.0;EUROCHAMBRES – Association of European Chambers of Commerce and Industry;Electricity market design, European Hydrogen Bank, Net-Zero Industry Act.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=0014082722-83
Simson;commissioner;;04.05.2023;2023.0;5.0;4.0;Repsol, S.A.;Russian sanction circumventions, advanced biofuels, renewable hydrogen.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=69240395197-02
Simson_cabinet;cabinet;Ruud Kempener;04.05.2023;2023.0;5.0;4.0;EUROCHAMBRES – Association of European Chambers of Commerce and Industry;Electricity market design, European Hydrogen Bank, Net-Zero Industry Act.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=0014082722-83
Simson_cabinet;cabinet;Ruud Kempener, Stefano Grassi, Helena Hinto;04.05.2023;2023.0;5.0;4.0;Repsol, S.A.;Russian sanction circumventions, advanced biofuels, renewable hydrogen.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=69240395197-02
Simson;commissioner;;03.05.2023;2023.0;5.0;3.0;SUEZ Group;Biomethane production from wastewater.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=27799842497-69
Simson_cabinet;cabinet;Ruud Kempener, Stefano Grassi;03.05.2023;2023.0;5.0;3.0;SUEZ Group;Biomethane production from wastewater.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=27799842497-69
Simson;commissioner;;27.04.2023;2023.0;4.0;27.0;EUROMETAUX;Electricity market design.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=61650796093-48
Simson_cabinet;cabinet;Ruud Kempener;27.04.2023;2023.0;4.0;27.0;EUROMETAUX;Electricity market design.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=61650796093-48
Borrell_cabinet;cabinet;Anne Bergenfelt;10.05.2023;2023.0;5.0;10.0;McLarty Associates;"US elections
Need for a renewed engagement strategy with Global South
Transatlantic relations";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=502376418704-34
Kyriakides_cabinet;cabinet;Karolina Herbout-Borczak, Ines Prainsack, Daphne von Buxhoeveden;10.05.2023;2023.0;5.0;10.0;Coalition for Epidemic Preparedness Innovations;Meeting on preparedness for future cross border health emergencies;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=852523338633-03
Gabriel;commissioner;;10.05.2023;2023.0;5.0;10.0;Amazon Europe Core SARL;Production audiovisuelle Amazon;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=366117914426-10
Wojciechowski;commissioner;;27.04.2023;2023.0;4.0;27.0;Fertilizers Europe;"Update on the situation of the European industry; Gas supply; Fertilizers imports from Russia and sanctions; Long-term strategy for the sector.";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=80788715017-29
Wojciechowski;commissioner;;27.04.2023;2023.0;4.0;27.0;Lietuvos žemės ūkio bendrovių asociacija, Lietuvos ūkininkų sąjunga, Lietuvos pieno gamintojų asociacija, Lietuvos vidutinių pieno ūkių asociacija;Situation in the Lithuanian milk market and unprecedented problems which their farmers are facing for a third month in a row, especially small and medium ones as they are getting prices which are well below their production cost.;
Wojciechowski_cabinet;cabinet;Andreas Schneider;27.04.2023;2023.0;4.0;27.0;Fertilizers Europe;"Update on the situation of the European industry; Gas supply; Fertilizers imports from Russia and sanctions; Long-term strategy for the sector.";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=80788715017-29
Wojciechowski_cabinet;cabinet;Andreas Schneider;27.04.2023;2023.0;4.0;27.0;Lietuvos žemės ūkio bendrovių asociacija, Lietuvos ūkininkų sąjunga, Lietuvos pieno gamintojų asociacija, Lietuvos vidutinių pieno ūkių asociacija;Situation in the Lithuanian milk market and unprecedented problems which their farmers are facing for a third month in a row, especially small and medium ones as they are getting prices which are well below their production cost.;
Ferreira_cabinet;cabinet;Carole Mancel-Blanchard;11.05.2023;2023.0;5.0;11.0;Google;Meeting on Connectivity Package and Future of connectivity Exploratory Consultation;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=03181945560-59
Vestager;commissioner;;28.04.2023;2023.0;4.0;28.0;Microsoft Corporation;large language models and search;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=0801162959-21
Vestager_cabinet;cabinet;Werner Stengg, Liliane Giardino-karlinger;28.04.2023;2023.0;4.0;28.0;Microsoft Corporation;large language models and search;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=0801162959-21
Vestager_cabinet;cabinet;Pierre-Arnaud Proux, Liviu Stirbat, Stina Soewarta;27.04.2023;2023.0;4.0;27.0;Albemarle Europe;Critical Raw Materials Act;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=051844129600-85
Vestager_cabinet;cabinet;Thomas Woolfson;27.04.2023;2023.0;4.0;27.0;European Solar Manufacturing Council;EU policies and initiatives such as the Temporary Crisis and Transition Framework, REPowerEU and the Net Zero Industry Act;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=421495541254-57
Vestager_cabinet;cabinet;Mette Dyrskjot, Stina Soewarta;26.04.2023;2023.0;4.0;26.0;Insurance & Pension Denmark (Forsikring & Pension);Digital policy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=002584211848-89
Vestager;commissioner;;25.04.2023;2023.0;4.0;25.0;Confederation of Danish Industry;Net Zero Industry Act and bio solutions;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=5749958415-41
Vestager;commissioner;;25.04.2023;2023.0;4.0;25.0;Dansk Metalarbejderforbund;Current European Affairs;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=147745550056-17
Vestager;commissioner;;25.04.2023;2023.0;4.0;25.0;The LEGO Group;EU digital and industrial policy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=236869539281-13
Vestager;commissioner;;25.04.2023;2023.0;4.0;25.0;Taiwan Semiconductor Manufacturing Company Ltd, Robert Bosch GmbH, Infineon Technologies AG, NXP Semiconductors Netherlands B.V.;Chips Act, State Aid;
Vestager_cabinet;cabinet;Christina Holm Eiberg;25.04.2023;2023.0;4.0;25.0;Confederation of Danish Industry;Net Zero Industry Act and bio solutions;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=5749958415-41
Vestager_cabinet;cabinet;Pierre-Arnaud Proux;25.04.2023;2023.0;4.0;25.0;ERAMET, FIPRA International SRL;Critical Raw Materials Act;
Vestager_cabinet;cabinet;Michele Piergiovanni, Christiane Canenbley, Pierre-Arnaud Proux;25.04.2023;2023.0;4.0;25.0;Taiwan Semiconductor Manufacturing Company Ltd, Robert Bosch GmbH, Infineon Technologies AG, NXP Semiconductors Netherlands B.V.;Chips Act, State Aid;
Vestager_cabinet;cabinet;Alejandro Cainzos;25.04.2023;2023.0;4.0;25.0;BUSINESSEUROPE;EU-US Trade and Technology council;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=3978240953-79
Vestager_cabinet;cabinet;Werner Stengg;25.04.2023;2023.0;4.0;25.0;AK Public Affairs, Secure Identity Alliance ASBL, IN Groupe, THALES;European Digital Identity (eID);
Vestager_cabinet;cabinet;Stina Soewarta;25.04.2023;2023.0;4.0;25.0;The LEGO Group;EU digital and industrial policy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=236869539281-13
Vestager_cabinet;cabinet;Christina Holm Eiberg;25.04.2023;2023.0;4.0;25.0;Dansk Metalarbejderforbund;Current European Affairs;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=147745550056-17
Vestager_cabinet;cabinet;Pierre-Arnaud Proux, Thomas Woolfson;24.04.2023;2023.0;4.0;24.0;CEMBUREAU - The European Cement Association;existing policies for support of carbon capture projects and the Net Zero Industry Act.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=93987316076-63
Vestager_cabinet;cabinet;Thomas Woolfson;24.04.2023;2023.0;4.0;24.0;Finnish Energy - Energiateollisuus ry;market issues and the EU’s latest proposals for the Net Zero Industry Act and the Electricity Market Design;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=68861821910-84
Vestager_cabinet;cabinet;Werner Stengg;24.04.2023;2023.0;4.0;24.0;Creative Commons;Articficial Intelligence Act, Data Act, EU Media Freedom;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=15262256432-95
Simson_cabinet;cabinet;Ruud Kempener;24.04.2023;2023.0;4.0;24.0;Methanol Institute;Introducing CEO Greg Dolan and MI's contribution to achieve carbon neutrality by 2050;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=334674912578-83
Simson_cabinet;cabinet;Ruud Kempener;24.04.2023;2023.0;4.0;24.0;Energy and Climate Policy and Innovation Council e.V.;Presentation of new study on principles for European Hydrogen Bank;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=367232347335-43
Vestager;commissioner;;21.04.2023;2023.0;4.0;21.0;Danish Trade Union Confederation EU Office;Year of Skills, digital skills and harnessing talent;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=805838518601-52
Vestager_cabinet;cabinet;Pierre-Arnaud Proux;21.04.2023;2023.0;4.0;21.0;Li-Cycle Europe;Lithium-Battery Recycling, Critical Raw Materials Supply and Temporary Crisis and Transition Framework;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=027635847945-53
Vestager_cabinet;cabinet;Christina Holm Eiberg;21.04.2023;2023.0;4.0;21.0;Danish Trade Union Confederation EU Office;Year of Skills, digital skills and harnessing talent;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=805838518601-52
Vestager;commissioner;;20.04.2023;2023.0;4.0;20.0;SMEunited aisbl;Platform to Business regulation, data act, SME package;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=55820581197-35
Vestager_cabinet;cabinet;Christiane Canenbley, Pierre-Arnaud Proux, Michele Piergiovanni;20.04.2023;2023.0;4.0;20.0;SMEunited aisbl;Platform to Business regulation, data act, SME package;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=55820581197-35
Vestager_cabinet;cabinet;Simon Genevaz, Werner Stengg;20.04.2023;2023.0;4.0;20.0;Zurich Insurance Company Ltd;the upcoming open finance and mobility data space initiatives;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=499059113403-37
Vestager_cabinet;cabinet;Werner Stengg, Alejandro Cainzos;20.04.2023;2023.0;4.0;20.0;Microsoft Corporation;G7;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=0801162959-21
Vestager_cabinet;cabinet;Alejandro Cainzos;20.04.2023;2023.0;4.0;20.0;Schmidt Special Competitive Studies Project;EU-US Trade and Technology council;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=383575045987-15
Vestager_cabinet;cabinet;Werner Stengg;19.04.2023;2023.0;4.0;19.0;Okta;Data Act;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=985910748406-44
Vestager_cabinet;cabinet;Simon Genevaz;17.04.2023;2023.0;4.0;17.0;Public Sector Pension Investment Board, Ontario Teachers' Pension Plan Board;Foreign Subsidies Regulation;
Vestager_cabinet;cabinet;Werner Stengg, Liliane Giardino-karlinger;17.04.2023;2023.0;4.0;17.0;Nokia;Standard Essential Patents;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=35167875358-33
Simson_cabinet;cabinet;Ruud Kempener;17.04.2023;2023.0;4.0;17.0;Valmet Oyj;"Introduction to Valmet
Biogas production technologies and energy-from waste";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=897535614669-66
Vestager_cabinet;cabinet;Werner Stengg;05.04.2023;2023.0;4.0;5.0;5Rights Foundation;Digital Service Act, Strategy for a better internet for kids;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=373653640889-82
Vestager_cabinet;cabinet;Liliane Giardino-karlinger, Werner Stengg;05.04.2023;2023.0;4.0;5.0;European Association Automotive Suppliers;Standard Essential Patents;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=91408765797-03
Vestager_cabinet;cabinet;Werner Stengg;05.04.2023;2023.0;4.0;5.0;EU DisinfoLab;Media Freedom Act;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=593474530364-05
Vestager_cabinet;cabinet;Alejandro Cainzos;04.04.2023;2023.0;4.0;4.0;World Economic Forum;Preparation G7 side event;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=567538843366-43
Vestager_cabinet;cabinet;Liliane Giardino-karlinger, Werner Stengg;04.04.2023;2023.0;4.0;4.0;QUALCOMM Incorporated;Standard Essential Patents;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=00358442856-45
Vestager_cabinet;cabinet;Stina Soewarta, Thomas Woolfson;04.04.2023;2023.0;4.0;4.0;Utilitas OÜ, Skandinaviska Enskilda Banken AB (publ), Ragn Sells AS, EESTI TÖÖANDJATE KESKLIIT MTÜ, Eesti Maaülikool (Estonian University of Life Sciences), Eesti Kaubandus-Tööstuskoda;EU supports Member States’ business environment and EU’s approach towards the green and digital transition;
Simson_cabinet;cabinet;Ruud Kempener;28.04.2023;2023.0;4.0;28.0;Fleishman-Hillard;"Introduction to OCI and their methanol plant in NL
Europen Hydrogen Bank";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=56047191389-84
Kyriakides_cabinet;cabinet;Tove Ernst;28.04.2023;2023.0;4.0;28.0;RPP Group;EU Beating Cancer plan.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=96530144280-28
Von der Leyen_cabinet;cabinet;Jivka Petkova;27.04.2023;2023.0;4.0;27.0;Mercator Institute for China Studies;Exchange on the I.D.E.A. fellowship on China;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=722154030862-55
Timmermans_cabinet;cabinet;Antoine Colombani, Aleksandra Tomczak;10.05.2023;2023.0;5.0;10.0;ARDIAN France;Investment in net zero industry and clean energy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=389630949944-21
Urpilainen_cabinet;cabinet;Renaud Savignat;05.05.2023;2023.0;5.0;5.0;GLOBAL HEALTH ADVOCATES;exchange on ongoing health issues;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=07720398190-53
Dombrovskis_cabinet;cabinet;Andrea Beltramello;04.05.2023;2023.0;5.0;4.0;WWF European Policy Programme;Retail Investment Strategy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=1414929419-24
Ferreira;commissioner;;10.05.2023;2023.0;5.0;10.0;Banco Comercial Português, S.A.;Discussion on Portugal’s economic situation, financing of the economy, EU’s economic priorities and the European instruments supporting the economy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=753664434063-50
Timmermans_cabinet;cabinet;Damyana Stoynova, Antoine Colombani, Anthony Agotha, Diederik Samsom, Stefanie Hiesinger;19.04.2023;2023.0;4.0;19.0;Bloomberg L.P.;VCMs and the Global Carbon Trust;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=214140728444-40
Timmermans_cabinet;cabinet;Diederik Samsom, Aleksandra Tomczak, Antoine Colombani;04.04.2023;2023.0;4.0;4.0;WACKER CHEMIE AG;Net Zero Industry Act;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=036915715533-64
Timmermans_cabinet;cabinet;Helena Braun, Diederik Samsom;04.04.2023;2023.0;4.0;4.0;Utilitas OÜ, Skandinaviska Enskilda Banken AB (publ), Ragn Sells AS, EESTI TÖÖANDJATE KESKLIIT MTÜ, Eesti Maaülikool (Estonian University of Life Sciences), Eesti Kaubandus-Tööstuskoda;Green Deal, Fitfor55, Emissions Trading System (ETS);
Timmermans_cabinet;cabinet;Diederik Samsom, Daniel Mes;04.04.2023;2023.0;4.0;4.0;Transport en Logistiek Nederland;Transport;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=41712511261-57
Simson;commissioner;;15.05.2023;2023.0;5.0;15.0;Euroheat and Power;Presentation of a joint declaration signed by participants, highlighting a 10-Point Plan to accelerate the EU heat transition.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=88457577025-19
Simson_cabinet;cabinet;Thor-Sten Vertmann;15.05.2023;2023.0;5.0;15.0;Euroheat and Power;Presentation of a joint declaration signed by participants, highlighting a 10-Point Plan to accelerate the EU heat transition.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=88457577025-19
Wojciechowski_cabinet;cabinet;Maciej Golubiewski;15.05.2023;2023.0;5.0;15.0;Arla Foods amba;Meeting with ARLA Foods Board of Directors;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=479299526321-12
Simson;commissioner;;12.05.2023;2023.0;5.0;12.0;Energias de Portugal, Portuguese Renewable Energy Association, Endesa, Galp Energia, SGPS, SA, Greenvolt- Energias Renvováveis, S.A., ADENE - Agência para a Energia, IBERDROLA;Discussion on the implementation of REPower EU objectives in Portugal.;
Simson;commissioner;;12.05.2023;2023.0;5.0;12.0;Greenvolt- Energias Renvováveis, S.A.;Deployment and sharing of renewable energy – visit of an inclusive energy community (Bicesse Kindergarten).;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=827382249040-93
Simson_cabinet;cabinet;Jaan Mannik;12.05.2023;2023.0;5.0;12.0;Energias de Portugal, Portuguese Renewable Energy Association, Endesa, Galp Energia, SGPS, SA, Greenvolt- Energias Renvováveis, S.A., ADENE - Agência para a Energia, IBERDROLA;Discussion on the implementation of REPower EU objectives in Portugal.;
Simson_cabinet;cabinet;Jaan Mannik;12.05.2023;2023.0;5.0;12.0;Greenvolt- Energias Renvováveis, S.A.;Deployment and sharing of renewable energy – visit of an inclusive energy community (Bicesse Kindergarten).;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=827382249040-93
Von der Leyen_cabinet;cabinet;Valeria Miceli;11.05.2023;2023.0;5.0;11.0;Mastercard Europe;EU payment system, digital means of payment and the digital euro.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=58204758673-16
Simson;commissioner;;11.05.2023;2023.0;5.0;11.0;Energias de Portugal;Deployment of renewable energy in Portugal and visit of floating offshore windmills.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=676889648373-61
Simson_cabinet;cabinet;Jaan Mannik;11.05.2023;2023.0;5.0;11.0;Energias de Portugal;Deployment of renewable energy in Portugal and visit of floating offshore windmills.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=676889648373-61
Von der Leyen_cabinet;cabinet;Valeria Miceli;04.05.2023;2023.0;5.0;4.0;WWF European Policy Programme;Retail Investment Strategy and sustainability requirements;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=1414929419-24
Simson;commissioner;;20.04.2023;2023.0;4.0;20.0;S&P Global;"Recent developments in the global and EU energy markets;
S&P’s views on the EU Market Correction Mechanism and the EU LNG Benchmark; improving diversification and accelerating clean energy uptake in the context of REPowerEU.";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=319148015141-55
Simson_cabinet;cabinet;Peeter Kadarik;20.04.2023;2023.0;4.0;20.0;S&P Global;"Recent developments in the global and EU energy markets;
S&P’s views on the EU Market Correction Mechanism and the EU LNG Benchmark; improving diversification and accelerating clean energy uptake in the context of REPowerEU.";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=319148015141-55
Urpilainen_cabinet;cabinet;Suvi Leinonen;18.04.2023;2023.0;4.0;18.0;Clean Air Task Force, Inc.;"Africa
Energy";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=316522140912-19
Von der Leyen_cabinet;cabinet;Anthony Whelan;03.05.2023;2023.0;5.0;3.0;Decathlon SE;introduction and EU agenda;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=348145840751-31
Dalli_cabinet;cabinet;Eva Gerhards, Nora Bednarski;03.05.2023;2023.0;5.0;3.0;AbleDocs Scandinavia;Implementation of EU digital accessibility requirements in particular as regards digitalisation of documents.;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=697282449610-75
Hahn;commissioner;;04.05.2023;2023.0;5.0;4.0;Vereinigung der österreichischen Industrie - Industriellenvereinigung;Economic outlook;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=89093924456-06
Hahn_cabinet;cabinet;Martina Krobath;04.05.2023;2023.0;5.0;4.0;Vereinigung der österreichischen Industrie - Industriellenvereinigung;Economic outlook;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=89093924456-06
Simson_cabinet;cabinet;Stefano Grassi;12.04.2023;2023.0;4.0;12.0;Open Grid Europe GmbH;Hydrogen and gas decarbonisation package;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=626410131041-16
Valean;commissioner;;17.05.2023;2023.0;5.0;17.0;International Road Transport Union Permanent Delegation to the EU;transport policies;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=41802525291-86
Valean_cabinet;cabinet;Roxana Lesovici, Elzbieta Lukaniuk;17.05.2023;2023.0;5.0;17.0;International Road Transport Union Permanent Delegation to the EU;transport policies;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=41802525291-86
Wojciechowski;commissioner;;04.05.2023;2023.0;5.0;4.0;European University Institute;"Speech of the Commissioner at the State of the Union conference at the European University Institute (EUI) to open the session ""The Future of European Agriculture: Sustainability, Sufficiency, Security""";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=415993546660-92
Wojciechowski_cabinet;cabinet;Roberto Berutti;04.05.2023;2023.0;5.0;4.0;European University Institute;"Speech of the Commissioner at the State of the Union conference at the European University Institute (EUI) to open the session ""The Future of European Agriculture: Sustainability, Sufficiency, Security""";https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=415993546660-92
Von der Leyen;commissioner;;27.04.2023;2023.0;4.0;27.0;The Rockefeller Foundation;Meeting with Rockefeller Foundation;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=496982750212-36
Von der Leyen_cabinet;cabinet;Peter van Kemseke;08.05.2023;2023.0;5.0;8.0;ReNew Energy Global Plc.;Discussion on renewable energy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=756647849942-04
Sinkevicius;commissioner;;17.05.2023;2023.0;5.0;17.0;Lithuanian Confederation of Industrialists;To discuss critical raw materials act, circular economy, the EU Green Deal Industrial Plan, and Net-Zero Industry Act;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=528097249686-34
Sinkevicius_cabinet;cabinet;Arunas Ribokas;17.05.2023;2023.0;5.0;17.0;Lithuanian Confederation of Industrialists;To discuss critical raw materials act, circular economy, the EU Green Deal Industrial Plan, and Net-Zero Industry Act;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=528097249686-34
Schinas_cabinet;cabinet;Chris Uregian, Despina Spanou;16.05.2023;2023.0;5.0;16.0;Finland Chamber of Commerce (Keskuskauppakamari);Migration, cybersecurity, health, education;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=5552918474-13
Urpilainen_cabinet;cabinet;Renaud Savignat;16.05.2023;2023.0;5.0;16.0;Gavi, the Vaccine Alliance;Exchange of views on the partnership between EU and GAVI;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=078294941111-90
Sinkevicius;commissioner;;15.05.2023;2023.0;5.0;15.0;Costa Cruises Group;To discuss decarbonisation and circular economy measures in the cruise tourism industry;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=350977437809-66
Sinkevicius;commissioner;;15.05.2023;2023.0;5.0;15.0;OCEANA, WWF European Policy Programme, Our Fish;To discuss the Marine Action Plan;
Sinkevicius_cabinet;cabinet;Elena Montani;15.05.2023;2023.0;5.0;15.0;OCEANA, WWF European Policy Programme, Our Fish;To discuss the Marine Action Plan;
Sinkevicius_cabinet;cabinet;Arunas Ribokas;15.05.2023;2023.0;5.0;15.0;Costa Cruises Group;To discuss decarbonisation and circular economy measures in the cruise tourism industry;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=350977437809-66
Simson_cabinet;cabinet;Ruud Kempener;08.05.2023;2023.0;5.0;8.0;ReNew Energy Global Plc.;Presentation of the company's hydrogen projects and discussion on potential cooperation activities under EU-India partnership;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=756647849942-04
Timmermans_cabinet;cabinet;Stefanie Hiesinger;27.04.2023;2023.0;4.0;27.0;Deutscher Naturschutzring, Dachverband der deutschen Natur-, Tier- und Umweltschutzverbände (DNR) e.V.;Climate & Energy policy;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=98430135820-35
Timmermans_cabinet;cabinet;Riccardo Maggi, Helena Braun, Aleksandra Tomczak, Antoine Colombani, Stefanie Hiesinger;26.04.2023;2023.0;4.0;26.0;Confederation of European Paper Industries;Reinvest 2050;https://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=72279144480-58
